,StudentID,Content,ArgumentLevel,ReasoningLevel
10,GS_CYF541_Redacted,the experimental data obtain in this experiment be diffraction angle for the three different spectral line of hydrogen at different negative and positive order hence a graph of sin θ v the order m be obtain,superficial,bal
11,GS_FHG790_Redacted,during the ei :periirent three dis tinct colour of light be visib le red aqua and blue these equate to the first three hydrogen balrrer line ha and hy,superficial,the
12,GS_YXT141_Redacted,run 1 -purple `` purple '' fit `` purple '' data fig 6. graph result from first data run purple emission line clearly a strong correlation between the variable the in/out method be not use for these measurement these data give a wavelength of 429.0 ± 0.7 nm and hence n 5. a value for the rydberg constant r∞ be calculate a 1.110 ± 0.002 × 10 7 m −1 the accepted value of r∞ do not lie within the range give by the estimate uncertainty thus the combine uncertainty be calculate a the uncertainty due to the vernier scale and the uncertainty give by the width of the emission line add in quadrature the second run of data collection utilised the new `` in/out '' method of measurement in an attempt to well estimate the uncertainty in the measurement of θ. run 2 -red -preliminary data `` red '' fit `` red '' data fig 7. graph result from first data run red emission line this be the preliminary data record use the newly developed in/out method a before there be clearly a strong correlation between the two variable the uncertainty for m 0 be due to the fact that two central emission line be visible a cyan and a red at the centre they merge but it be difficult to determine whether these emission line should be treat a one or a two slightly separate emission line for this point they be treat a one thus increase the emission line width and therefore the uncertainty in the measurement of θ. these data give a wavelength of 654.7 ± 0.2 nm and hence n 3. a value for the rydberg constant r∞ be calculate a 1.0997 ± 0.0004 × 10 7 m −1 the accepted value of r∞ do not lie within the range give by the estimate uncertainty this new method have successfully reduce the uncertainty in the measurement however the value calculate for r∞ do not agree with the accepted value run 2 -red -definitive data `` red '' fit `` red '' data fig 8. graph result from first data run red emission line this be the definitive data record use the newly developed in/out method here the uncertainty be increase a the slit be widen in an attempt to increase the intensity of the emission line however at large |m| the emission line be much harder to see for m 2 this issue prevent a measurement be take these data give a wavelength of 654.0 ± 0.4 nm and hence n 3. a value for the rydberg constant r∞ be calculate a 1.1009 ± 0.0007 ×10 7 m −1 the accepted value of r∞ do not lie within the range give by the estimate uncertainty during the second run of the experiment an orange emission line be see along with the red and cyan run 2 -cyan -definitive data `` cyan '' fit `` cyan '' data fig 9. graph result from first data run cyan emission line this be the definitive data record use the newly developed in/out method here the uncertainty be increase a the slit be again widen in an attempt to increase the intensity of the emission line again however at large |m| the emission line be much harder to see and for m 2 this issue prevent a measurement be take these data give a wavelength of 484.6 ± 0.1 nm and hence n 4. a value for the rydberg constant r∞ be calculate a 1.1006 ± 0.0002 × 10 7 m −1 the accepted value of r∞ do not lie within the range give by the estimate uncertainty line since hydrogen do not have an orange colour emission line this line be measure and a wavelength of 587.5 ± 0.3 nm be record the data for this line be outline in figure 10. the origin of this orange emission line be unknown perhaps it originate from some out-gassing from the wall of the hydrogen vapour lamp due to the high temperature inside although this do seem very unlikely an experiment study the emission spectrum of nacl solution flame test have be carry out with the equipment before this data run have be carry out although this do not seem to have affected the equipment in any way two final value for the rydberg constant be calculate one for each run of the experiment but take the mean of both the calculate value and their uncertainty for the first run of the experiment a final value of 1.111 ± 0.006 × 10 7 m −1 be calculate and can be see plot in figure 11 a `` average run 1 '' for the second run of the experiment a final value of 1.1004±0.0004 ×10 7 m −1 be calculate and can also be see plot in figure 11 a `` average run 2 '' a can be see in figure 11 the accepted value for r ∞ do not fall within any of the range define by the calculate value and their respective uncertainty however the data collect from each run be clearly quite different run 2 -orange -definitive data `` orange '' fit `` orange '' data fig 10. graph result from first data run orange emission line this be the definitive data record use the newly developed in/out method interestingly an orange emission line be observe in the hydrogen emission spectrum there do not exist an orange emission line hence this be measure in order to record a wavelength such that this emission line could later be look up this emission line be the brightest and clearest of the three observe during the definitive data run these data give a wavelength of 587.5 ± 0.3 nm from a previous experiment in which the emission line of sodium be measure a 587.7 ± 0.4 nm use a sodium vapour lamp and 587.6 ± 0.4 nm use a nacl flame test -both of these measurement use the in/out method this emission line be clearly identify a sodium j. sansonetti give this emission line of sodium a 588.9950954 ± 0.0000015 nm 5 data from the first run be less precise and also less accurate than data from the second run furthermore the uncertainty for the measurement take in the first run be clearly large in magnitude than the uncertainty for the measurement take in the second run the reason for this be unknown however it be hypothesise that the stark difference in each data set 's accuracy be due to the alignment of the spectrometer before the data be collect during the alignment process for the first run of the experiment explain in section iii when the grate be turn by precisely 45 • such that it be meant to be at 90 • to the centre line it be clearly not this perplexed u and the alignment process be attempt again upon repeat the alignment process the grate be still not perfectly align however we attempt to continue with the experiment for the second run the same issue occur again however this time the effect be much less pronounce although the grate do not seem to be at exactly 90 • to the centre line of the collimator the hypothesis be the data from the first run be less accurate more spread out because the spectrometer be more misalign whereas the data from the second run be more accurate less spread out because the spectrometer be less misalign in this experiment the rydberg constant for hydrogen be calculate a 1.1004 ± 0.0004 × 10 7 m −1 use angle measurement take with a grate spectrometer a hydrogen vapour lamp be use a the light source in order to observe fig 11. all of the calculate value for the rydberg constant value from run 1 have a large spread than those from run 2. also the value from run 1 have much wider uncertainty than from run 2 run 2 use the in/out method whereas run 1 do not average mean be take of the calculate value for run 1 run 2 and for all of the value these value be also plot alongside the individual emission line calculation for reference the accepted value for r∞ have be plot 1.09737316 × 10 7 m −1 1 the accepted value for r∞ do not lie within any of the range define by the calculate value uncertainty the emission spectrum of hydrogen use the equipment the experiment be run twice since a novel method for determine the centre of the emission line observe be developed after the first run of the experiment be complete the data from the first run be much less accurate and precise than those of the second run and this be clearly visible in figure 11. hence a the mean of the second data run be much more precise and accurate than that of the first this be select a the final value for the rydberg constant a calculate in this experiment unusually during data collection for the second repeat of the experiment an orange emission line be observe in the emission spectrum of hydrogen there do not exist an orange colour emission line the wavelength of this emission line be measure a 587.5 ± 0.3 nm confirm it a originate from sodium in a previous experiment use the same equipment the wavelength of the emission line from a sodium vapour lamp be record a 587.7 ± 0.4 nm and the wavelength of the emission line from a flame test of a nacl solution be record a 587.6 ± 0.4 nm the origin of this emission line be unknown a possible explanation could be out-gassing from the wall of the hydrogen vapour lamp although this do seem to be an unlikely scenario for this experiment a visual grate spectrometer be use to make the measurement other spectrometer design exist such a a computer-aided grate spectrometer in which the eyepiece be replace with a detector array usually a ccd or cmos sensor the benefit of use a computer-aided spectrometer over a visual grate spectrometer have already be investigate 6 in this investigation it be found that there be no significant improvement or reduction in the uncertainty of the measurement when use a computer-aided spectrometer thus this experiment would not be improve through this suggestion however if the experiment be to be repeat again much more care should be take in align the spectrometer when carry out this experiment the spectrometer do not appear perfectly align before the first data set be record before the second data set be record the spectrometer be align much more carefully however the alignment be still not perfect it be hypothesise that the misalignment of the spectrometer explains the difference in accuracy between the two separate run of the experiment in order to far reduce the error in measure the angle of the maximum in the spectrum a diffraction grate with a high number of lines/mm could have be use such that the angle separate the order of the spectrum would be large thus the uncertainty in determine the small change in the angle on the vernier scale would have be far reduce combine with the `` in/out '' method of measurement developed the uncertainty could be reduce to an even well range more repetition of the experiment could improve the final mean value take for r ∞ a long a the spectrometer be correctly align when carry out the experiment it be important to make detailed note on the alignment procedure so that during data analysis it be possible to notice any issue that may have arisen,superficial,none
13,GS_LZH215_Redacted,the graph produce from the red spectral line be show below in figure 6,deep,the
14,GS_SZB587_Redacted,"we have use diffraction grate spectrometry to measure the wavelength of the spectral line of hydrogen and determine the rydberg constant we have found the spectral line to correspond to the balmer series with wavelength of 660±10 nm for the red light and 490± 6 nm for the green light we calculate the rydberg constant heavy nucleus in air which we found to be 1090 ± 10 × 10 4 m −1 our measurement be 0.637 off the currently accepted value of 10973731.56859 10 ±9 × 10 −10 m −1 for the rydberg constant in a vacuum and 0.547 off the calculate value of 10960797 ± 10 m −1 for the rydberg constant in air both accepted value be within our range of uncertainty t he rydberg constant relates the wavelength of electromagnetic radiation of an atom during electron transition to the the number denote the energy level between which the electron transition rydberg measure this constant to be 107,921.6 cm -1 1 the rydberg be first measure experimentally by janne rydberg a a constant common to each spectral series for the hydrogen atom 1 however this constant also arises a a consequence of a fundamental quantum mechanical effect namely the quantisation of energy level of the atom by apply the quantum mechanical atomic model to the hydrogen atom and quantise it electron energy level niels bohr be able to derive the rydberg constant theoretically 2 therefore the calculation of the rydberg constant be not only of importance to spectrometry but to the verification of the quantum mechanical model of the atom propose by bohr contrary to rydberg 's initial assumption the actual value of the rydberg constant varies between element depend on the mass of their nucleus 1 however for element whose nucleus be much heavier than an electron the rydberg factor r ∞ be approximately constant the rydberg constant for heavy atom have be measure experimentally to a high accuracy to be r ∞ 10973731.56859 10 ± 9×10 -10 m -1 3 in this experiment we aim to measure the rydberg constant use diffraction grate spectrometry we will examine the spectral emission line of hydrogen through a grate spectrometer and consequently determine the wavelength of the emission line this will allow u to calculate a value of the rydberg constant for hydrogen r h for each wavelength we will then calculate a mean measurement of r h and use it to calculate r ∞ we compare our measure value to curently accepted value of the rydberg constant a well a discus the condition affect the constant such a the permittivity of free space. the main apparatus use in this experiment be a grate spectrometer a hydrogen lamp be use to excite hydrogen atom in order to radiate light the grate spectrometer collimates light come from the source through the collimator and directs it through a diffraction grate each wavelength of light diffracts at a different angle thus we achieve a separation of the spectral line of hydrogen emission the angle at which the light ray be diffract be a periodic function of the wavelength a show in fig 2. the difference between the path of the light ray diffract at two adjacent slit distance d apart to the same point on a plane l away from the grate be then from fig 1 equal to r 1 − r 2 thus if the angle between the line connect the midpoint between the slit and the point on the plane of incidence be θ then if the slit separation d be small enough compare to separation of the plane l then r 2 r 1 be approximately true now a r 1 r 2 the path difference be therefore dsin θ assume d l and slit width d then θ θ which be the angular displacement between the consecutive orders. if the two light ray be to interfere constructively the path difference between them must be an integer multiple of the wavelength therefore where m be the order of maximum intensity and λ be the wavelength plot sine of the angular displace for each order against the order number we obtain a straight line whose gradient be λ/d and a we know the separation d we can calculate the value of λ for each spectral line the rydberg constant be an empirical constant calculate upon analyse the spectral line series of an element such a the balmer series for hydrogen emission spectrum 5 these series take the form where λ be the wavelength of radiation r ∞ be the rydberg constant for heavy element and n f and n i be integer characterise the spectral line and the series respectively 6 however the rydberg constant also arises when bohr 's quantum mechanical theory of the atom 1 be apply to the hydrogen atom 2 bohr 's derivation be base upon planck 's theory of the quantisation of radiation from an atom which state that atom only radiate energy which be integer multiple of a fundamental quantity this may be mathematically write a follow where e be the radiation energy ν be it 's frequency h be planck 's constant and n be an integer multiple 8 9 bohr 's model proposes that electron can exist in stable quantise circular 2 orbit around the atom without radiate energy where the centripetal force be provide by the coulomb attraction force therefore if an electron transition from a high energy n th i orbit to a low energy n th f orbit then by consider the energy of each orbit a the sum of the potential and kinetic energy of the electron the difference in energy between the orbit ∆e be then give by 3 where m e be the electron mass e be the electron charge 0 be the permittivity of free space and h be planck 's constant 10 a the difference in energy be equal to the frequency of radiation multiply by planck 's constant 8 where c be the speed of light in a vacuum and λ be the wavelength of radiation finally we get where with r ∞ be the rydberg constant for large nucleus a the ratio of the mass of the electron to the proton be too large compare to the accuracy of the measurement of the rydberg constant the ratio be approximately m p /m e 1836 11 the mass of the proton must be take into account when find the rydberg constant for hydrogen this be in order to account for the motion of the nucleus however all that be need to account for the difference be to replace the term m e with µ where µ be the reduce mass for the protonelectron system 12 where with m n be the mass of the proton or the nucleus thus our calculate value of rydberg constant becomes r h denotes the rydberg 's constant for the hydrogen atom which be in fact the value of rydberg constant we will measure from the gradient of the graph of our experiment to obtain the value of r ∞ we use the follow equation this experiment be perform use a spectrometer and hydrogen lamp light from the hydrogen lamp be pass through a light collimator which directs the light ray through the diffraction grate and into a telescope the spectrometer 's telescope be focus use an object 5 meter away to ensure sharpness of image a sodium lamp be use to align the collimator and telescope with the slit use the telescope 's cross-hair the width of the slit be chosen a a compromise between light intensity and sharpness of image the diffraction grate be then adjust to be perpendicular to the path of light between the collimator and telescope this be do by turn the telescope by exactly 90 degree from original alignment position with a mirror instead of the diffraction grate in place the mirror be then adjust until it be at exactly 45 degree to the telescope with the image from the mirror exactly at the centre of the cross-hair the mirror be then turn by 45 degree opposite to ensure it 's perpendicular to original align line of sight the mirror be then replace with the grate and telescope be turn back to original position the orientation of the grate in the vertical plane be also adjust by adjust the height and orientation of the grate stage so that the light ray pass exactly through the centre of the grate and appear in the centre of the telescope lens this be test by check that the image do not tilt or move up or down a the telescope be rotate the adjustment be do in order to prevent the diffract light ray from deviate vertically away from the plane of the telescope lens a well a tilt of the image which would increase uncertainty in it position another reason for ensure alignment be to prevent the light ray from hit the telescope at an angle to the horizontal plane which would reduce the accuracy of our approximate model in equation 2 a number of diffraction grating with different number of slit per millimetre be try to find the optimal grate to use for our experiment for each grate the angle between the first two maximum be measure a displayed in table 1. we settle on the 300 slit per millimetre grate a a compromise between have a suitable number of maximum per degree turn while each degree turn be itself large enough in order to reduce the uncertainty a well a have large enough resolve power for each spectral line the telescope be turn in both direction to measure the angle between the initial position and the maximum of each order a show in fig 2. for each maximum the angular width of the image appear in the telescope be measure twice by my lab partner and myself and the average width calculate to determine the uncertainty in our angular measurement for each wavelength we only take 5 measurement a beyond that the light be too dim to take any more accurate measurement of the angular displacement iv result 1 wavelength of spectral line a we plot sine of the angular displacement against the order the gradient of the graph be the wavelength λ divide by the slit width d. from fig 3 the gradient of the green line 0.148 ± 0.002 dimensionless the gradient of the red line 0.197 ± 0.003 dimensionless for each line the relationship between the gradient g and the wavelength follow the equation the width of each slit in the grate be 1/300 mm 3.33×10 −3 ± 1×10 −5 mm consequently the wavelength of the red light similarly the green light 's wavelength λ green be the uncertainty in each value of sin θ in term of θ where θ be the angular displacement be give by σ where with σ θ be the angular width of each maximum in our measurement for each colour σ θ be approximately constant for the red light σ θ 4 arc minute a measure by my lab partner and myself while for the green light σ θ 7 and 5 arc minute with a mean value of 6 arc minute this be all take into account when compute the error on the gradient 2 arc minute be also add in order to account for uncertainty in angle measurement on both edge of the image assume the error in the slit width and the error on the angular width of each maximum be linearly independent then the error on the wavelength σ λ be therefore give in term of the uncertainty in the gradient and in slit width σ g and σ d respectively through 2 rydberg constant calculation the wavelength of the light ray observe correspond more closely to the balmer series than to any other series 5 therefore n f to equal 2 while n i be 3 for red and 4 for green in equation 3 for the rydberg constant for red light n i 3 and n f 2. the rydberg constant for hydrogen r h be give by 4 use equation 3 the weight mean for r h be thus a discuss in the theoretical section to find the rydberg constant for heavy nucleus r ∞ we use equation 11 with m e be the electron mass and m p be the proton mass the ratio m p /m e be experimentally measure to be 1836.152470 76 11 thus our calculate value of r ∞ be with a range of therefore our value of the rydberg constant for the hydrogen atom and the rydberg constant for heavy element be indistinguishable due to the high uncertainty associate with each value the currently accepted value of the rydberg constant be 10973731.56859 10 ± 9×10 −10 m −1 which fall within our uncertainty range this mean our measure value have a mean percentage error of 0.638 4 all uncertainty calculation be include in the appendix our measure range of value for the rydberg constant agrees experimentally with the currently accepted value a it fall within our range however a number of random and systematic error that our uncertainty on the value be discuss below the rydberg constant be a function of the permittivity of free space a discuss in the theory section the permittivity of free space itself varies with pressure and humidity 13 therefore the permittivity of free space in our laboratory be different to the permittivity of free space in a vacuum upon which the accepted value of the rydberg constant be base the ratio of absolute permittivity of air to permittivity of a vacuum also know a relative permittivity be currently measure to be 1.00058986 ± 0.00000050 14 this mean that r ∞ in air at standard pressure and temperature be 5 this value be still within our range of expect value of r ∞ however the mean percentage error be reduce from 0.638 to 0.547 another major source of systematic uncertainty be background light presence of background light would cause the width of the observe image to be small a the eye becomes less sensitive to light this would force u to use a large slit width in order to increase brightness of image which would produce a less sharp image with large uncertainty in position it also meant that we could obtain few data point a the image become much dimmer for maximum of order high than 3 and less than -2. this assymetry in the data in itself suggests that background light from one direction be conceal the maximum at the order of -3. it also meant that we could not make any accurate measurement of the blue spectral line with n f =5 one blue spectral be observe at an angle of about -8 degree however the line be too dim to make any accurate measurement regard it position or to find any other blue spectral line theoretically the telescope have to be focus at infinity however we could only use a 5-metre-away object for focus due to the dimension and capacity of the laboratory room this meant that the telescope may have not be perfectly focus and a defocus aberration along the optical axis of the telescope might have occur this would mean that the image be stretch out with a large uncertainty in position while all care have be take to ensure the alignment of the spectrometer a discuss in the method section small deviation from alignment would lead to light fall at a vertical angle to the telescopic lens from fig 1 the path of light would be shift vertically i.e out of the paper in the figure this mean light would travel a distance r 2 or r 1 plus some vertical distance k. the path difference δ thus becomes if k=0 this simply reduces to dsin θ for k not equal to zero the path difference approximation a dsin θ becomes less accurate if k or the vertical misalignment be comparable to the separation of the slit and the telescope the uncertainty due to this add approximate becomes significantly large our experiment be aim at measure the rydberg constant by analyse the balmer series for hydrogen use a diffraction grate spectrometer we measure the wavelength of two of the spectral colour of the series the wavelength of the red colour be measure to be 660 ± 10 nm while the wavelength of the green colour be measure to be 490 ± 6nm these value be use to calculate a value for the rydberg constant for the hydrogen atom which we found to be 1090 ± 10 × 10 4 m −1 we then use bohr 's atomic model formula for rydberg 's constant and found that the difference between the rydberg constant for hydrogen and that for heavy element be small than we could detect due to the size of our uncertainty in measurement in angular displacement the currently accepted value of the rydberg constant be 10973731.56859 10 ± 9×10 −10 m −1 in a vacuum and 10960797 ± 11 m −1 in air thus imply a mean percentage error of 0.638 on our measurement compare to the rydberg constant in a vacuum and 0.547 compare to the rydberg constant in air we have also calculate the rydberg constant in air at standard temperature and pressure use value for rydberg constant and relative permittivity from literature 14 at 10960797 ±11m −1 both of these value fall within our range of uncertainty for the rydberg constant if the experiment be to be repeat the most significant improvement to be make be improve isolation from background light such a run the experiment in a dark room with no external light or cover the collimator cover the collimator with a dark cloth would prevent external light from appear with the image reduce background light would allow for the gathering of the blue spectral line data this data could then be use to determine another value for the rydberg constant and hence improve the accuracy of the mean value it would also allow for the gathering of more data point for high order which would lead to reduce uncertainty due to random error another improvement would be the use of a diffraction grate with a wider slit a it would create more maximum per angular displacement and more data point can be gather this would reduce the effect of random error however it would also reduce the resolve power of the grate and thus introduce another uncertainty in the position of the maximum a grate with 150 slit per mm could thus be a well compromise between resolve power and number of data point over the 300 slit per mm grate we use use the same type of diffraction grate spectrometry analyse the spectral line of various element could be use to verify the relationship between r ∞ and the mass of the nucleus in order to verify bohr 's atomic model 's accuracy a state in equation 8 the uncertainty on the wavelength be give by thus for red light the uncertainty be similarly the uncertainty in the green light 's wavelength be the uncertainty in the rydberg constant for hydrogen r h a calculate use the red light 's wavelength be give by σ r where 2 the uncertainty on the weight mean for the rydberg constant for hydrogen σ r h be give by the sum of the inverse of the error square which bohr 's model assumes that electron rotate around the hydrogen nucleus in fix quantise orbit the electron do not radiate any energy less than the difference between the energy level they 're occupy and any other energy level a the electron be rotate in almost circular orbit the centripetal force f centripetal be supply by the coulomb attraction force and give by 12 where 0 be the permittivity of free space e be the charge of the electron or the proton and r be the radius of the orbit we then have where m e be the electron mass and v it 's velocity a the orbit be quantise the angular momentum l n of the n th orbit be therefore also quantise this mean that for each orbit the angular momentum be an integral multiple of the reduce planck constant h. therefore we have where r n be the radius of the orbit and v n be the velocity of the electron in the orbit 12 solve equation 35 and 36 for r n and v n we get and we can now use these expression to work out the total energye total the energy of the orbit be give in term of kinetic energy e k and potential energy e p by 12 which be this reduces to a n be an integral value characterise each orbit if the electron start at orbit with n n i and end on orbit with n= n f the difference in energy be then give by ∆e where the rydberg constant be give by 2 let r ∞ air be the rydberg constant in air while r ∞ be the rydberg constant in a vacuum while air be the permittivity of free space in air while 0 be the permittivity of free space in a vacuum from equation 44 the ratio of the permittivity of free space in air to that in a vacuum be know a the relative permittivity r",deep,bal
15,GS_QPL350_Redacted,there be two different type of spectral line appear blue line and red line,superficial,bal
16,GS_PLS878_Redacted,i identify 3 major source of systematic error in the experiment there would clearly be uncertainty due to the resolution of the vernier scale ᵒ due to the fact there be uncertainty in the 0 position and the final measure value there would also be some uncertainty due to the thickness of the emission line which we measure to be,extended,bal
17,GS_CCY232_Redacted,a graph of sin 𝜃 against m be plot for the three colour red aqua and blue the width of the spectral line be measure to be 0.3° 1s.f so the uncertainty in the angle be ±0.2° 1s.f. the uncertainty in the gradient be calculate by plot a graph of maximum gradient and minimum gradient for each colour and then calculate half of the difference between them this be carry through to the error in wavelength where the fractional error of the gradient and the slit separation would have be add in quadrature however error in the slit separation if any would be extremely small a the slit separation be approximately 3 × 10 −6 so this error be deem negligible therefore the fractional error of the gradient be simply multiply by the wavelength to obtain the uncertainty in the wavelength,expert,bal
18,GS_JSR480_Redacted,"from equation 2 it be clear that a graph of sin θ m against fringe order m should show a linear relationship both red and blue plot show this after plot the blue result figure 4 it be notice that all point have a similar gradient but there be a step in value between the m=0 and m=1 fringe this imply incorrect label of fringe number by change point m=1,2 to point m=2,3 respectively the far more concordant graph be plot show in figure 5 the difference become even more apparent on plot the residual of the original and correct plot a in figure 6",extended,bal
19,GS_FHJ539_Redacted,only three of the four balmer line of hydrogen be visible these be balmer alpha balmer beta and balmer gamma with the wavelength 649 ± 14 nm 486 ± 3 nm and 433 ± 3 nm respectively the fourth line be very dim and no appropriate measurement of it could be take the value of the rydberg constant 𝑅 ∞ be calculate to be 1.09 ± 0.04 × 10 7 m -1,superficial,bal
20,GS_PAO564_Redacted,the angle that be collect in the measurement for each order and colour be then subtract from the zero order angle for each respective measurement and this angle be θ for each different order which be then substitute into equation 2 where d be 1/78800 the diffraction grate have 78.8 line per mm so d be 1/lines per m this result in multiple wavelength for each colour red purple and blue so the average be take for each colour and this be the wavelength use to produce the final graph use equation 3 a graph of 1/wavelength be plot against 1/n 2 -1/p 2 and this be show in figure 2 the graph have a gradient of -9.846x10 6 ± 5.14x10 -2 and the intercept be 1.513x10 5 ± 1.583x10 -7 from this we can deduce the rydberg constant r ꚙ to be 9.846x10 6 m -1 this be different from the commonly accepted value of 1.09678x10 7 m -1 and it could be due to multiple reason one reason could be that the measurement of the angle be not perfect and that there be inaccurate reading due to human error another possible cause could be the wrong alignment and focus of the grate spectrometer which could result in reading that be far from accurate a final cause for the discrepancy could be that due to the slightly blur line in the purple spectral line the edge be not a definitive a it be for the other colour and this could likely affect our reading and the error could propagate when calculate the line of best fit,superficial,the
21,GS_JWW382_Redacted,"the final result obtain forr ∞ from this experiment be 1.089 × 10 7 ± 82490m −1 therefore the standard accepted value of 10,973,731.6m −1 lie just outside the margin of error a table of the data represent the result for the red emission line angle be show in table i and the result for the blue emission line angle be show in table ii table iii show all final result that have be derive use the method discuss in section iv θ co represent the correct angle explain in section iv graph of both these set of data be show in fig 5 and fig 6 respectively",superficial,the
22,GS_TAP080_Redacted,a see in figure 6 the relationship between order m and sin θ for all three value of λ follow a linear relationship this result agrees with what be predict by equation 3 however the balmer series include other prominent line a see in figure 5 -several close to ultravoilet and hence not clearly visible but one in the visible spectrum with λ 410 nm which be not see this may mean that the hydrogen atom be not excite enough to produce this line or that it be too dark to be see perhaps a well lamp and a darker room would allow for this spectral line to be observe the value for λ obtain from each gradient yield a minimal uncertainty a be see in table i -the large percentage uncertainty be 0.72 for red light d have negligible uncertainty which implies that the uncertainty in the value of λ be only dependent on the uncertainty in the gradient of the line of best fit from equation 12 the uncertainty in the gradient be dependent on the consistency and accuracy of our measurement for θ. a the spectrometer be a very accurate instrument capable of a precision of under three part in ten thousand 1 the error do not originate from the limitation of the setup but be systematic far n and p be constant and hence the systematic error in r ∞ originates from that in λ. our value for r ∞ a give in equation 14 differ by 0.97 from the true value far an error of 0.31 on the mean be very small and do not include the true value this suggests the presence of a small systematic error,prediction,bal
23,GS_WFX625_Redacted,the result for the angle of the various order of the red and blue spectral line be show in table 1 the result show a clear trend of a roughly 3° interval between red order and a roughly 2° interval between blue order this be consistent with what we expect a red light have a large wavelength than blue light from equation 4 we can see that sinθ be proportional to the wavelength of the light and with a range roughly twenty to thirty degree we know that θ will be roughly proportional with sinθ θ will increase with sinθ,superficial,bal
24,GS_FYO506_Redacted,each measurement of the angle have an overall uncertainty of ± 25 this come from the width of each diffract maximum and the fact that it be difficult to determine where the vernier scale aligns when take the measurement both of these factor remain consistent throughout,expert,bal
25,GS_CZD812_Redacted,for the red and light blue wavelength 6 reading of θ be take in total go up to n 3 for each side for the violet wavelength only 4 reading be take up to n 2. hence the uncertainty in r ∞ calculate from violet light be expect to be large than the other two,superficial,exp
26,GS_LXZ649_Redacted,t he graph for each colour 's d sin θ against n be show in figure 3 this graph be plot base on equation 2 each data point be the mean of the three repeat take the uncertainty in the y-axis be found use the standard error formula give in the lab manual 8 base on equation 2,extended,bal
27,GS_LUU804_Redacted,table 1 2 and 3 show the result obtain from the experiment figure 2 show a plot of these result the error in these result be due to myself and my partner lack of confidence in our 2,superficial,the
28,GS_GQR325_Redacted,table 1 show 11 set of angle and correspond order for the red line a graph be obtain from those data by use computer show in fig 3 fig 3 linear relationship between sin of angle difference and order number,superficial,exp
29,GS_PHU922_Redacted,when take measurement we identify three main source of contribute error these be glare and parallax when take measurement on the metal vernier scale uncertainty when align the crosshair with the middle of each spectral line and uncertainty a a result of visual interpretation,deep,the
30,GS_YUK005_Redacted,∆𝜃 𝑖𝑛 𝑑𝑒𝑔𝑟𝑒𝑒,deep,bal
31,GS_BQD756_Redacted,to dete1mine the rydberg constant we first have to have accurate estimate of the transition wavelength of the emission band we be observe from figure 3 you can see that each band follow a linear relationship which pass through the origin the gradient at each point be equivalent to the transmission wavelength divide by the slit space use this data we compute the wavelength of each band the wavelength of the red band be 622.6 ± 0.7 nm the blue band be 493.3 ± 0.6 nm and the purple band have a wavelength of 444.0 ± 0.9 mn when compru ed to the balmer series these wavelength agree with the actual transition wavelength so they can be consider accurnte the main enors that arose in the wavelength be the enors from measure the diffraction angle of each band which manifest itself in the value of sin0 the calibration of the spectrnmeter be a cause of systematic error even tl1ough the spectrometer be calibrate carefully it be largely do by eye so we can expect a small yet non-negligible constant enor throughout the result i estimate this to be approximately ±0.3nm another major source of systematic euor be the change of the hydrogen lamp midway through our experiment a previously mention the model be the same however they can not be expect to perf01m in the same way i take this to be a systematic enor which be only prevalent in the data record after the change from when the lamp change the relationship still seem to follow a consistent b'end with no real sign of fluctuation fmthe1more a the lamp be the same model and be manufacture at a similar time i have take tl1e e1rnr to be negligible random enors have also be consider despite reading from a camera there be still random enor in reading from the vernier scale i approximate this to be ±0.18nm by observe the small change of angle which could be dete1mined and use equation 2 to check the change in wavelength additionally background source of light do become a sligl1t issue and we do find slight drop in intensity at point which create more unce1iainty when take reading when this occuned we ensmed that the background light be remove and we remeasured the value to get an eitor from a measurement of wavelength we add the eitors in quadrature to get a set eitor of ±0.35nm for every measurement this then have to be add in quadrature to the enor which occmted due to the width of the band of light this be the individual main somce of eitor and it account on average to 50 of each eitor on the wavelength on figme 3 there be no euor bar show a they be so small that they affected the clarity of the data point therefore i remove them,expert,bal
32,GS_SRW902_Redacted,from equation 21 a plot of sin θ against order number m will yield a straight line of gradient λ d two diffraction grating be available during this experiment one with 80 line per millimetre the other with 300 line per millimetre preliminary experimental data show that use the grate with 300 line per millimetre be much more beneficial for this experiment the sharpness and clarity of the diffract beam increase a the number of slit per unit length increase this meant that it be easy to align the telescope with the left and right side of each beam since the side be more define the space between each beam be on average ≈ 9 • when use the 300line grate compare to ≈ 22 • apart for the 80-line grate a consequence of this space be the number of diffract beam that could be observe beam of order m 2 be not at all visible when the 80-line grate be use however when use the 300-line grate third order beam be visible for red light a θ widtherror of around 25arcminutes be measure for the beam when use the 80-line grate during the experiment only the 300-line grate be use to produce the diffract beam this kept the θ widtherror to a minimum and allow for the maximum number of diffract beam to be observe and their position measure 21 and contains error bar for the angle measure at each diffract beam there be no error along the horizontal axis since the order number be unambiguous and could clearly be count from start at the zeroth order beam the zeroth order beam be identify a be a different colour to all the other beam it position be such that the red and blue light appear in the same place and so a purple colour beam be see error along the vertical axis be dependent upon the vary error θ widtherror define by equation 23 a well a the constant error of ±1arcminute due to take reading from the vernier scale,deep,bal
33,GS_GKW379_Redacted,result 1,superficial,bal
