,StudentID,Content,ArgumentLevel,ReasoningLevel,Unnamed: 3,Unnamed: 4,Unnamed: 5
32,GS_KUY555_Redacted,a expect the fourth spectral line correspond to the wavelength λ 410nm be too dark to measure accurately therefore the final data consist of only three visible spectral line the complete dataset be include in appendix c for your inspection,prediction,exp,,,
33,GS_VEJ488_Redacted,the reading of the angle through which the fringe be diffract allow the wavelength of the spectral line of the three different measure colour to be determine the table of these reading be give in section 7. the error on each reading be due mostly to the spread of each fringe each fringe span 0.5 • vary for each fringe and due to uncertainty on the reading of the vernier scale the effect of air pressure temperature humidity etc have be neglect in correction on these result and a such have also be estimate and account for in the error on each reading graph of m against sin θ for each of the measure wavelength be give in figure 4 these graph suggest a direct proportionality relationship a be predict by equation 3 equation 3 predicts that the gradient of the line for each colour wavelength be give by gradient λ d where d be the distance between adjacent slit in the diffraction grate the inverse of the number of slit per metre therefore the product of the gradient of these line with the value of d 1 788003 m the manufacturer of the diffraction grate specifies approximately 78.8 line per millimetre with negligible error relative to other error in this experiment allow the first three emission wavelength of the balmer series to be calculate these wavelength be a follow be give in table 1 table 1 measure balmer series wavelength,superficial,bal,,,
34,GS_OXY643_Redacted,he rydberg constant be one of the most important constant of atomic physic because of it connection with the fundamental atomic constant e h me c and because of the high accuracy with which it can be determine 1 the aim of this experiment be to produce a measurement for the rydberg constant use a pasco precision spectrometer this involve diffract light from a hydrogen discharge lamp connect to a power supply through a diffract grate the light produce by the lamp consists of photon with quantize wavelength correspond to the difference in the energy between the initial and final energy state of the atom the diffraction grate with a fix grate space cause these wavelength to spread out at angle with wavelength dependence to produce emission line spectrum which be visible through a telescope this set up enable u to determine the quantize wavelength from which we could then determine the rydberg constant the constant appear most notably in the bohr model of the atom to put it simply niels bohr postulate that the energy of an atom can take only certain value for which he won the nobel prize in 1922. when a photon of a particular energy be eject from an atom he found that the energy of the atom decrease by the same amount he reason that this be an atom make a transition to a low energy level with the energy of the photon equate the energy difference in the internal energy state of the initial and final state from the emission line spectrum he be able to deduce that many different wavelength be emit which correspond to the different transition between energy level in an atom and that the wavelength produce be unique to different element these transition be best described by electron transfer from a specific stable energy orbit about the nucleus of an atom to a low one because the same element produce the same emission line he be able to also determine that it be not possible for there to exist an atom in an energy state that be intermediate to two adjacent energy level the constant appear in the rydberg formula which calculates the theoretical wavelength that will be emit by an atom when it transition to a low energy level the hydrogen wavelength in the bohr model be give by where 𝜆 be the wavelength of the emit photon s 𝑛 be the initial energy state of the atom 𝑝 be the final energy state of the atom and 𝑅 `` be the rydberg constant this relationship know a the rydberg formula satisfies the wavelength emit by many different hydrogen series such a the lyman and brackett series which considers ultraviolet light not just the balmer series but for this experiment we only consider the visible spectrum produce in the balmer series for which 𝑝=2 use classical concept such a the approximate circular orbit of an electron around the atomic nucleus einstein 's photoelectric effect and coulomb 's law it can be show that the rydberg constant be also give by where 𝑚 2 be the mass of an electron 𝑒 be the charge on an electron 𝜀 be the permittivity of free space ℎ be plank 's constant and 𝑐 be the speed of light use the know constant this yield a value of 10973731.6m -1 a the colour produce in the balmer series be know by observation we can determine the initial energy state the atom be in prior to the emission of the photon for 2. because the centre of the fringe be judged by the person look through the telescope there be an error in the angle of the angular width of the fringe the gradient of this linear graph be 5.18e-2m ± 0.06e-4m where the error in the gradient be obtain from the covariance matrix in jupyter notebook use 3 we can calculate the value of 𝜆 by multiply the gradient by 𝑑=1.27e-5m this yield a value for the wavelength of red light of 657nm ± 7nm red light be produce when the atom move from the 3 rd energy state to the 2 nd energy state therefore by use 1 the rydberg constant be calculate to be 10.95e+6m -1 ± 0.12e+6m -1 where the percentage error in the rydberg constant be equal to the percentage error in the gradient similar data be produce for the blue emission line which be tabulate in table 3 a graph of sin 𝜃 against order number for blue emission line be plot to obtain the follow linear fit the linear fit in fig 5 have gradient 3.92e-2m ± 0.06e-2m where the error in the gradient be calculate use the covariance matrix in jupyter notebook the error in the ydirection corresponds to the value in the fourth column of table 3 which be the error in the value of the angular displacement of the emission line from the central maximum use 3 we calculate the wavelength of blue light to be 497nm ± 7nm the blue emission line of the blamer spectrum of hydrogen be produce when hydrogen atom transition from the 4 th energy state to the 2 nd energy state by substitute 𝑛=4 and the measure value of wavelength into 1 the rydberg constant be measure to be 10.7e+6m ± 0.1e+6m where the percentage error in the rydberg constant be equal to the percentage error in the gradient similarly for violet light measurement for the angular displacement from central maximum and order number be take and tabulate in table 4 table 3. this display the angular displacement of each order of blue emission line in the balmer series from central maximum table 4. this display the angular displacement of each order of violet emission line in the balmer series from central maximum,superficial,bal,,,
35,GS_JUA192_Redacted,"an attempt to determine the rydberg constant be make use a grate spectrometer a single slit combine with a collimator and diffraction grate be use to direct light from the source to the grate such that they be perpendicular the diffract beam be view use a telescope which can be rotate relative to the other component to measure the angle of each line in the spectrum at various order the wavelength of the visible red blue and purple light be measure to be 638 ± 4 nm 481 ± 1 nm and 433 ± 4nm respectively this allow for a value of 1.123 × 10 7 ± 1.3 × 10 5 m -1 to be calculate for the rydberg constant the error on the value do not encompass the experimentally accepted value which lead to far investigation into the random error since there be evidently error which have not be consider it be determine that the function use to calculate the error on the gradient of the graph be incorrect in it error analysis and the correct error be calculate manually this turn out to be the importance of be able to measure the rydberg constant accurately be establish due to the work of three physicist johan balmer johannes rydberg and niels bohr the balmer formula be discover empirically by johann balmer when measure the spectrum of hydrogen with an incorporate empirical constant rydberg stumble upon the balmer formula for the hydrogen spectrum and realise that it agree with his own formula relate the wavelength of the spectrum of various chemical the rydberg constant first arose when rydberg recast balmer 's formula and he measure the constant a 109 721.6 cm -1 at this point it be still just an experimental constant bohr be able to express the rydberg constant a a product of other fundamental constant me e h and c thus show that the rydberg constant be fundamental the rydberg constant can be determine to a very high degree of accuracy use method such a use the saturable absorption technique to measure three of the fine-structure component of the hydrogen balmer-alpha line ref 2 the value have be measure to an accuracy of 7 part in 10 12 make it one of the most precisely measure physical constant in turn this give insight into the relative proportion of the other fundamental constant that constitute the rydberg constant it can be show use trigonometry that for a diffraction grate where d be the grate space θ the angle between an emerge ray and the normal to the grate m an integer represent the order of the beam and λ the wavelength of the wave this can be understood use the follow diagram when the eyepiece be be use to view the spectrum of light be diffract there be more than one wavelength present certain condition must be fulfil to ensure the maximum for each wavelength can be resolve a second wavelength λ2 must be consider 2 combine this with 1 and consider the phase relation at a position of minimum intensity you reach the follow where n be the number of slit illuminate this relation be know a the chromatic resolve power where ∆λ be the small resolvable wavelength which be the distance from the central maximum to the first minimum the central determine the value of the rydberg constant use a grate spectrometer || blackett laboratory imperial college london sw7 2bw uk 1 be derive by use trigonometry to determine the path difference between the two ray in phase a can be see in fig 4 the error bar be quite large for most of the value with a very small error on the reading for the 0 th order this limit the error on the gradient despite the large error for the other reading the discrepancy between the error for each measure order should be negligible since the method use for each reading be identical this indicates that the amount of reading take be insufficient to stabilize the magnitude of the random error theoretically twelve value must be take to minimize the error to ± 0.2 nm see ref 3 suggest the two set of data collect be insufficient the initial error calculation use the built in `` linregress '' function in python 3.6 which do not account for the error bar on each reading but instead calculates the error of the regression fit by calculate the average random error on a reading and add it in quadrature with the error on the gradient the error remains at ± 1 × 10 5 m to one significant figure to comment far on the result more reading must be take less order be visible for the purple line when compare to the red and blue line with the 2 nd order beam be extremely faint this could also be a source of error which be n't account for the value of r∞ obtain by use the wavelength calculate by the blue light be 1.109 × 10 7 ± 3 × 10 4 m -1 the wavelength of the light that be calculate and use to find 𝑅 ∞ be 4.81 × 10 -9 ± 1 × 10 -9 m give by the follow graph the value of the gradient be 0.144 to three significant figure with the same percentage error a the wavelength because the error on the gradient only come from d and λ. the error on d be unknown so the error on λ only come from the error on the gradient the same correction to the calculate error for the wavelength of the blue light must be consider due to the inconsistency of the error bar which lead to an improve error of ± 5 × 10 4 m -1 for r∞ for the red light a value of r∞ record be 1.129× 10 7 ± 8 × 10 4 m -1 with the wavelength be record a 6.38 × 10 -7 ± 8 × 10 4 m take from the follow graph the error on fig 5 seem to be more consistent with two error stand out a anomalous they can not be rule out however due to the amount of record data set be too low the correct error on the value of r∞ be 9 × 10 4 only slightly high than the previous error combine all the datasets to find the average value of the rydberg constant across all of the wavelength in the balmer spectrum give a value of 1.112 × 10 7 ± 1.3 × 10 5 m -1 there be a 0.99 error but the percentage difference be 1.34 it be this discrepancy that motivate far error analysis to see where the error be be underestimated which be found to be the lack of incorporation of the error bar in the python function use a state previously correct this an error of ± 140,000 to two significant figure lead to a percentage error of 1.26 this be still low than expect but this discrepancy be likely due to the lack of far repeat data set another source of error which may contribute to the discrepancy be the accidental adjustment of the apparatus which could have misalign the collimator grate or the vernier scale the width of the spectral line depend on the width of the slit and focus of the collimator this be adjust until the line be a thin a possible without become difficult to view in the eyepiece there be a random error when align the telescope on the rotational axis because the cross hair may lie on a slightly different position with each measure spectral line estimation must be use to far increase the accuracy of the random error on r∞ the error on the thickness of the spectral line can be approximate to ± 15 arcminute since the width of the spectral line be about 30 arcminute the error on the misalignment of the spectrometer be estimate to be ± 5 arcminute incorporate this into the error on the final value of r∞ give an error of ± 1.6 × 10 5 m -1 which give a percentage error of 1.42 which encompasses the actual value grate spectroscopy a a method be able to calculate a very precise value of the rydberg constant even though bohr 's theory of the atom which be assume in section ii do n't give a full explanation of the energy level of all atom it do give a very accurate prediction for the energy level of a hydrogen atom the high precision of the method use suggests the error and lack of far precision be not due to the method but due to other factor the vernier scale use be also very precise which suggests the unaccounted for error be human error with the most likely source be the accidental readjustment of the apparatus while take reading overall the experiment be carry out well with a fairly accurate value of the rydberg constant be calculate a intend the formula discover by rydberg and balmer be use once the wavelength be determine through the use of the diffraction grate formula value record for each of the three spectral line visible purple blue and red each value be use to calculate an average value for r∞ and the associate error once the apparatus be setup the error on each reading be quite inconsistent so to determine the true value of the error for r∞ the experiment must be repeat systemic error may have arisen from misalignment of the apparatus during the course of the experiment to combat this the zero reading must be checked regularly to ensure the alignment of the apparatus especially the prism table have not be alter",extended,the,,,
36,GS_SCO219_Redacted,figure 4 show the graph produce when λ −1 be plot against the correspond value of f the gradient of the graph give a value for r the rydberg constant the calculate value for r and it error be 1.083 × 10 7 ± 3.562 × 10 3 m −1 ±0.0329 the accepted value for the rydberg constant be 1.097×10 7 m −1 5 so it be clear to see that this accepted value do not lie in the bound of our experimentally produce value,superficial,bal,,,
37,GS_KSN764_Redacted,the wavelength of each spectral line be found from equation 13. this give λ a the gradient of the plot of d sin θ against m fig 3 the value of the calculate gradient in table ii all contain the expect value of λ from table i within their associate margin of error,superficial,exp,,,
38,GS_XUQ367_Redacted,we estimate the rydberg constant to be 1.046±0.022x10 7 𝑚 −1 this be close to the accepted value of 1.097x10 7 𝑚 −1 2 we observe the hydrogen to emit three distinct colour blue red and cyan green with wavelength 487.2±2.3nm 659.3±2.7nm 532.6±3.6nm respectively below show a graph of sin θ a a function of m,extended,none,,,
39,GS_GTD911_Redacted,"the emission spectrum of hot hydrogen be study use a grate spectrometer the visible transition wavelength which lie on balmer series be observe and measure the rydberg constant r∞ which relates the energy level in the atom to the transition wavelength be calculate the value of r∞ obtain be 1.10±0.04 × 10 7 m -1 the result be what we expect and it also verifies the rydberg formula spectroscopy be the study of electromagnetic spectrum which be the wavelength composition of light due to atomic and molecular interaction a grate spectrometer us a diffract grate to disperse the incident polychromatic light into it constituent monochromatic component 3 in this experiment the emission spectrum of hydrogen be study use a grate spectrometer the rydberg formula explains the relation between the transition wavelength and the energy level with the proportionality constant be the rydberg constant the information about the wavelength of the emission spectrum be use to deduce the rydberg constant the word spectrum be first apply by isaac newton to describe the rainbow of colour that combine to form white light during the early 1800s joseph von fraunhofer conduct experiment with dispersive spectrometer that enable spectroscopy to become a more precise and quantitative scientific technique 4 since then spectroscopy have become important in the study of physic and it be equally crucial in the astronomical biological chemical metallurgical and other analytical investigation 3 figure 2.0 show the electromagnetic spectrum of light that range from radio wave to gamma ray correspond to their wavelength 8 the electromagnetic spectrum can be anything from long infrared all the way down to gamma ray a show by figure 2.0. the light might have originate from anything from a cool crystal to a superhot plasma or from a star 1 the light spectrum generally take one of two form firstly hot solid such a a tungsten lamp filament emits a continuous spectrum of intensity that vary with wavelength secondly hot or electrically excite gas release spectrum that have concentrate emission at a few well-defined wavelength a see from the slit of the spectrometer a show by figure 2.1. this form be call 'emission line spectrum the ratio of intensity of spectral line for example can provide information about the density of the emit gas or the density of the free electron in an electrical discharge since the spectroscopy be a `` non-invasive '' technique it be one of the most powerful tool available to physicist 1 figure 2.1. show the emission spectrum of various element these line have well define position which correspond to well-defined wavelength 9 these gas also show 'absorption line spectrum which occurs when a continuous white light be pass through their cool state instead of emit spectral line the gas absorb the well-defined wavelength of light and reemit in random direction result in dark line in a continuous spectrum a see in figure 2.2 2 however the focus of the experiment will be on the emission line spectrum of hot hydrogen lamp determine the rydberg constant use the grate spectrometer the absorption spectrum of helium with well-defined dark line on the continuous spectrum of white light 10 a spectrometer need a dispersive object to disperse or separate the different wavelength of the incident light spatially 3 in our experiment we use a diffraction grate diffraction be a wave phenomenon that occurs when a wave encounter an obstacle or a slit 2 a grate can be consider a a large n of equally space very narrow slit 1 each slit be separate by a distance d 1 where m be the order number 1,2 here m take value of 0 1 and 2. in this experiment the value at the opposite direction take negative value such -1 and -2. the emission spectrum of atomic hydrogen be divide into a number of spectral series spectral emission occurs when an electron transition from a high energy state to a low energy state to differentiate the two state the low energy state be designate a p and the high energy state be designate a n. since the energy of each state be fix the energy difference between the state be fix and the transition will always produce a photon with the same energy 5 hydrogen atom correspond to the wavelength of the photon emit 13 this experiment focus on balmer series since lyman series and paschen series do not involve photon that lie in the visible range so the value of p in this case be 2. the energy difference between level and hence the wavelength of emit photon be give by the rydberg formula 5 where r∞ be the rydberg constant which have the measure value of 10 973 731.6 m -1 it can be express in term of more fundamental constant a where me be the mass of electron c be the speed of light h be plank 's constant and α be the fine structure constant the value of 1/α ≈ 137.036 1,6 before proceed to make measurement the spectrometer be first properly alinged and focus firstly the eyepiece be focus on the cross wire `` x '' to find a set that do not strain the eye the instrument be brought outside the work space to a window the camera lens be focus so that a distant object be focus on the cross wire the distant object chosen be another window across the street since the distant in this context mean 5 to 10 metre 1 the telescope be set so that it be alinged with the axis of the collimator the hydrogen lamp be position close to the slit so that it be illuminate without change the camera focus the focus of the collimator be adjust until a sharp image of the slit be focus at the cross wire the slit be adjust to it minimum width and the cross wire be set a an `` x '' rather than a a `` '' it be checked how the clamp screw and the slow motion drive work the camera and collimator be alinged so the cross wire be set on the slit image the telescope be move through precisely 90 deg by note the intial and final position on the vernier scale and clamped in position a mirror be put in the holder and the ruling be ensure approximately vertical the grate table that hold the mirror be turn until a reflect image of the slit be observe in the eyepiece this indicates the grate surface be at 45 deg to the incident from the collimator the height of this image be adjust use the adjustment screw under the grate table the reading be note the grate be rotate through precisely 45 degree use the scale so that it be accurately set at 0 deg normal incidence the mirror be replace with a grate slit the telescope be then move out of the way and look into the grate the telescope be move around to find the diffract image of the slit if the image be above or below the plane define by the cross wire the grate adjustment screw be use to rotate the grate in the plane of it surface until the image be at right height the spectrometer be now set up to make measurement the hydrogen lamp be only switch on whenever the measurement be go to be make since it get hots and the intensity of the emission line drop until they be not visible in the eyepiece the grate slit that have 78.8 line per mm 1 be chosen since it show more emission line up to 3 order number the hydrogen lamp be turn on and the diffract image be observe in the eyepiece the position of the centre of the diffration pattern be measure here the centre represent the zeroth order in the grate equation i.e eq 2.2. the first order m=1 of emission line be observe in the first order one of the emission line look red and it position be record the step above be repeat for the second and third order and the order in the opposite direction the second visible wavelength be blue the position of the blue emission line be measure in the same manner a red 's the third visible emission line look bluish purple however the intensity of the third emission line be very low so the grate slit be change to another one with 300 line per mm 1 which provide high resolution but only the first and second order can be observe my partner and i take reading of the position of the same line alteratively to get a value for the uncertainty in the angle turn θ. the entire measure process be repeat multiple time for the three different emission line to increase the accuracy all reading be record on the lab book and then transfer to the computer to be analyse eq 2.2 implies a plot of the sin θ vs. m will yield a straight line a plot of sin θ a a function of m be plot on python for each transition wavelength use the information about the slope the wavelength of each emission line be determine with their uncertainty for each wavelength the rydberg constant be deduce with it uncertainty the plot of sin θ vs. m be plot on python for each transition wavelength the slope of the plot from figure 4.3 be 0.1294±0.0008 the d use be 3.33 × 10 -6 m. this be different from those use for previous plot since the grate slit be change for well resolution the wavelength of the emission line obtain be 4.3±0.1 × 10 -7 m. the error in the angle of the emission line θ for each transition wavelength be calculate from the standard deviation of the data the error in the wavelength for purple emission line be increase to 0.1×10 -7 m from a very small error since the intensity of the line be very low i suspect the error be big than the value obtain from standard deviation in summary the transition wavelength be give on the table below by compare the colour observe with the figure 2.6 the result be very similar visually but the second emission line be actually aqua light blue and the third one be blue not purple apart from that the wavelength do correspond to the colour observe in figure 2.6. also the forth emission line violet which be suppose to be visible be not observe this could be due to low intensity of the hydrogen lamp provide the rydberg constant r∞ be calculate for each transition wavelength by use eq 2.3. since the spectral line on balmer series be of the visible wavelength the wavelength obtain from the experiment correspond to the balmer series therefore the value of p energy level of the final level in this experiment be 2. the result be summarise by the table below colour n λ 10 -7 m r∞ 10 the average of the value of r∞ obtain be 1.10±0.04 × 10 7 m -1 the percentage difference when compare to the measure value be 0.2 the measure value also lie within the range of the average 1.06,1.14 × 10 7 m -1 the error in the average be relatively large thus result in a large range however the measure value be very close to the average there be a few possible source of error which could have affected the final result for example the hydrogen lamp get hot and the intensity drop make it difficult to spot the line we also change the lamp for a few time and the position of the lamp might have be change sometimes the whole set up be move by accident which could have cause the set up to be misalingned hence a set up fix to table must be use with a well long last hydrogen lamp even though the experiment be carry out in a dark room there be table lamp on our neighbour table which could have affected the incident light into the diffraction grate therefore an opaque shield should be use to cover it leave a hole for the eyepiece besides the grate holder could have be move during the change of the grate slit the temperature and humidity be possible error source too since they can affect the system optic 3 therefore the temperature and humidity should be monitor and regulate during the experiment the emission spectrum produce by hot hydrogen be study use a grate spectrometer the visible transition wavelength which lie on balmer series be observe and measure the rydberg constant r∞ which relates the energy level in the atom to the transition wavelength be calculate the value of r∞ obtain be 1.10±0.04 × 10 7 m -1 when compare to the measure value of 10 973 731.6 m -1 the percentage difference be 0.2 the result be what we expect this also verifies the rydberg formula i.e eq 2.3. it should be note that the grate spectrometer be highly accurate and the lab script claim to give a precision of ±0.2nm for the wavelength of yelloworange light if repeat measurement be take 1 since the small error in λ we can achieve be ±4nm we be still a long way from reach the uncertainty of ±0.2nm therefore the experiment should be repeat multiple time with more careful procedure consider the step discuss in the previous section apart from that this experiment only investigates the visible transition wavelength of hydrogen i.e balmer series the other spectral line such a those from lyman series and paschen series should be study and be use to determine the rydberg constant a they be also related to it by eq 2.3 5 besides hydrogen any hydrogen-like element can be use to determine r∞ too 5",extended,bal,,,
40,GS_LSK572_Redacted,the rydberg constant be calculate by use a grate spectrometer to observe the hydrogen emission spectrum the wavelength correspond to different electron transition be measure by the spectrometer these value be then use to calculate the rydberg constant via the rydberg formula the experiment lead to an answer of 10 960 518 m -1 whereas literature value state it a 10 973 732 m -1 this result be accurate to within 0.15 which suggests that this be an accurate method of obtain the rydberg constant spectrometry be a method of analyse electromagnetic radiation from which the chemical composition of the light source can be obtain in this experiment a grate spectrometer be use to observe the emission spectrum of hydrogen in order to calculate the rydberg constant the grate spectrometer us a series of lens to collimate light this light then pass through a diffraction grate which cause a dispersion spectrum this spectrum be define by the wavelength of light which enter the spectrometer the disperse light be focus and can be observe by the experimenter a hydrogen atom have a single electron occupy different energy level depend on the state of the atom the low energy level be refer to the ground state and the most stable configuration for the electron occurs when it occupies this level the electron can be excite to a high energy state if there be an input of energy such a a collision with a photon of appropriate energy the electron absorbs energy and be promote to a high energy state however this configuration be less stable and the electron will lose energy by emission of a photon and fall to a low energy level the energy of the emit photon corresponds to a specific wavelength of light which can be detect by mean of a spectrometer the majority of energy transition correspond to wavelength which be outside the visible spectrum transition from a high energy level to the ground energy level n 1 lead to wavelength in the ultraviolet region transition to the second low energy level n 2 and the third low energy level n 3 correspond to spectrum in the visible and infrared region respectively since the energy level be discrete the energy of the photon and therefore wavelength be also discrete this lead to spectral line be observe rather than a continuous spectrum of wavelength or colour the light which enters the spectrometer will be a superposition of all the wavelength of light cause by electron transition the diffraction grate will cause the light to disperse a different wavelength of light be diffract by different angle in order for constructive interference to occur and a wavelength of visible light to be observe from the eyepiece the phase difference must be equal to an integer multiple of 2π calculate the rydberg constant use a grate spectrometer,deep,bal,,,
41,GS_YZI659_Redacted,displayed below in table 1 be the data for the angle and order of the red spectral line since the scale on the spectrometer do n't start at 0° for the central maximum the angle that be displayed be measure and from this the true angle subtend from the central maximum be determine this be the same for all the different spectral line,superficial,the,,,
42,GS_CTW087_Redacted,the first calculation be to find the wavelength of each of the emission line by plot 𝑠𝑖𝑛𝜃 𝑎𝑔𝑎𝑖𝑛𝑠𝑡 𝜆 which would give a straight line graph with a gradient of show the calculate wavelength and their uncertainty the error in the gradient be calculate use the standard error of the repeat we take for each wavelength and compute in python use a covariance matrix,superficial,bal,,,
